Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
YXHBKMNG,journalArticle,2023,"Wirtz, Marco",nPro: A web-based planning tool for designing district energy systems and thermal networks,Energy,,0360-5442,10.1016/j.energy.2022.126575,https://www.sciencedirect.com/science/article/pii/S0360544222034624,"District energy systems play a key role in the energy transition, especially for the decarbonization of the heating and cooling sector. However, there is a lack of suitable software tools to simulate and optimize district energy systems in the conceptual design phase. In this paper, the web-based tool nPro for planning district energy systems is presented which focuses on district heating and cooling networks and is available at www.npro.energy. The tool helps to generate tailor-made demand profiles for space heating, domestic hot water, space cooling, process cooling, as well as electricity demands (plug-loads and e-mobility). In addition, simulation models for district heating and cooling networks (including 5th generation district heating and cooling) are implemented. Key advantage over existing tools is that the scope of input data is tailored for the early planning phase when only a few design parameters and boundary conditions of a district are known. Small computation times allow for frequent iterations as they typically occur in the early planning phase. With its easy-to-use graphical user interface, the tool can also be used by non-specialists outside the academic community.",4/1/2023,7/3/2023 19:09,7/18/2023 15:43,7/3/2023 19:09,126575,,,268,,Energy,nPro,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\yuhang.zhang\Zotero\storage\JLUPMFLS\Wirtz - 2023 - nPro A web-based planning tool for designing dist.pdf; C:\Users\yuhang.zhang\Zotero\storage\GLXTD6QZ\S0360544222034624.html,,,5GDHC; District heating; District cooling; 4GDH; District energy; Hybrid energy system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVZMKQQ,journalArticle,2023,"Gjoka, Kristian; Rismanchi, Behzad; Crawford, Robert H.",Fifth-generation district heating and cooling systems: A review of recent advancements and implementation barriers,Renewable and Sustainable Energy Reviews,,1364-0321,10.1016/j.rser.2022.112997,https://www.sciencedirect.com/science/article/pii/S1364032122008784,"As global urbanisation levels continue to rise, supplying urban areas with low emissions energy becomes imperative in the fight against climate change. In areas with high demand density, district heating and cooling systems are generally a more efficient alternative compared to individual solutions, but current systems are mainly powered by fossil fuels and suffer from significant thermal losses due to high operating temperatures. Fifth-generation district heating and cooling systems (5GDHC) is a promising technology, able to address these drawbacks. 5GDHC systems operate at near ambient temperature, ensuring efficient integration of renewable energy sources and waste heat recovery potential. Their ability to provide simultaneous heating and cooling through the same pipeline and bidirectional energy flows allow for load balancing through the harvesting of demand synergies between different users. 5GDHC systems can play an important role in the energy transition but not much is known about their environmental performance over their life cycle and the novelty of the concept means that planning and design guidelines are scarcely present in the literature, hindering their development and further adoption. This study critically reviews recent advancements in the relevant literature as the 5GDHC technology transitions from research and development to the demonstration phase. Moreover, the paper addresses the design parameters and methodologies encountered in the literature for the modelling and operation of 5GDHC systems. Finally, the economic and environmental performance are discussed while presenting an overview of future developments and challenges related to full-scale deployment.",1/1/2023,4/3/2023 9:10,7/18/2023 15:44,4/3/2023 9:10,112997,,,171,,Renewable and Sustainable Energy Reviews,Fifth-generation district heating and cooling systems,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\yuhang.zhang\Zotero\storage\BW7FXJ4A\Gjoka et al. - 2023 - Fifth-generation district heating and cooling syst.pdf; C:\Users\yuhang.zhang\Zotero\storage\P46QVWUB\S1364032122008784.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6ZNE64Z,journalArticle,2023,Y.L. Shao; K.Y. Soh; M.R. Islam; K.J. Chua,"Thermal, exergy and economic analysis of a cascaded packed-bed tank with multiple phase change materials for district cooling system",,,,10.1016/j.energy.2023.126746,https://www.sciencedirect.com/science/article/pii/S0360544223001408,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,"C:\Users\yuhang.zhang\Zotero\storage\Z5DHBQES\Y.L. Shao et al. - 2023 - Thermal, exergy and economic analysis of a cascade.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ET966K79,journalArticle,2023,Michael Taylor; Wu Gao; Shakil Masum; Meysam Qadrdan,Techno-economic assessment of Bi-directional Low Temperature Networks,,,,10.1016/j.apenergy.2023.121202,https://www.sciencedirect.com/science/article/pii/S0306261923005664,,2023,7/17/2023 21:50,7/18/2023 15:42,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\WHMC2DNC\2023 - Techno-economic assessment of Bi-directional Low T.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6IQTN3GP,journalArticle,2023,Nicholas Brunt; Jean Duquette; William O'Brien,Techno-economic and environmental performance of two state-of-the-art solar-assisted district energy system topologies,,,,10.1016/j.energy.2023.127638,https://www.sciencedirect.com/science/article/pii/S0360544223010320,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\WJYXYREG\Nicholas Brunt et al. - 2023 - Techno-economic and environmental performance of t.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGV6SW64,journalArticle,2023,Puneet Saini; Pei Huang; Frank fiedler; Anna Volkova; Xingxing Zhang,Techno-economic analysis of a 5th generation district heating system using thermo-hydraulic model: A multi-objective analysis for a case study in heating …,,,,10.1016/j.enbuild.2023.113347,https://www.sciencedirect.com/science/article/pii/S0378778823005777,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\83QQJW5Q\Puneet Saini et al. - 2023 - Techno-economic analysis of a 5th generation distr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3MAQSBC,journalArticle,2023,Yuexuan Gong; Guoyuan Ma; Yuepeng Jiang; Lei Wang,Research progress on the fifth-generation district heating system based on heat pump technology,,,,10.1016/j.jobe.2023.106533,https://www.sciencedirect.com/science/article/pii/S235271022300712X,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\QURFD56K\Yuexuan Gong et al. - 2023 - Research progress on the fifth-generation district.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFZKBF7M,journalArticle,2023,Wei Dai; Wenjiao Xia; Huihwang Goh; Zining Liu; Ceheng Luo; Fangjun Wen; Zhijie Zhang,Reduce operational costs of thermal power units in power systems using the flexibility of district cooling systems,,,,10.1016/j.egyr.2023.04.138,https://www.sciencedirect.com/science/article/pii/S2352484723005048,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\9TYITESB\Wei Dai et al. - 2023 - Reduce operational costs of thermal power units in.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JTSXIBCF,journalArticle,2023,Yichi Zhang; Pär Johansson; Angela Sasic Kalagasidis,Quantification of overlapping heating and cooling demand for the feasibility assessment of bi-directional systems over Europe,,,,10.2139/ssrn.4372787,https://www.sciencedirect.com/science/article/pii/S0378778823004747,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\3GDZAIPG\Yichi Zhang et al. - 2023 - Quantification of overlapping heating and cooling .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMNE3XEZ,journalArticle,2023,Paolo Sdringola; Mattia Ricci; Maria Alessandra Ancona; Federico Gianaroli; Cristina Capodaglio; Francesco Melino,Modelling a Prototype of Bidirectional Substation for District Heating with Thermal Prosumers,,,,10.3390/su15064938,https://www.mdpi.com/2071-1050/15/6/4938,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: MDPI AG,,C:\Users\yuhang.zhang\Zotero\storage\HN3NNNQZ\Paolo Sdringola et al. - 2023 - Modelling a Prototype of Bidirectional Substation .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8YHK5GWW,journalArticle,2023,Emad Ali; Abdelhamid Ajbar; Bilal Lamrani,Modeling and Dynamic Simulation of a Phase-Change Material Tank for Powering Chiller Generators in District Cooling Networks,,,,10.3390/su151310332,https://www.mdpi.com/2071-1050/15/13/10332,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: MDPI AG,,C:\Users\yuhang.zhang\Zotero\storage\J2JS3XYG\Emad Ali et al. - 2023 - Modeling and Dynamic Simulation of a Phase-Change .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNG9JFWB,journalArticle,2023,Manish Kumar Yadav; Ashu Verma; Bijaya Ketan Panigrahi,Frequency Regulation Support from District Cooling System and V2G Facility in Cluster of Buildings,,,,10.1109/icsmartgrid58556.2023.10171099,https://ieeexplore.ieee.org/abstract/document/10171099/,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: IEEE,,C:\Users\yuhang.zhang\Zotero\storage\6JYLWZ9Y\Manish Kumar Yadav et al. - 2023 - Frequency Regulation Support from District Cooling.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K4VSPE6F,journalArticle,2023,Meryem TERHAN; Sena Saliha ABAK,"Energy, exergy analysis and optimization of insulation thickness on buildings in a low-temperature district heating system",,,,10.18186/thermal.1243502,https://dergipark.org.tr/en/pub/thermal/issue/75743/1243502,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Journal of Thermal Engineering,,"C:\Users\yuhang.zhang\Zotero\storage\KBD32FQ4\Meryem TERHAN and Sena Saliha ABAK - 2023 - Energy, exergy analysis and optimization of insula.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGKFYEU4,journalArticle,2023,Marlena Rogowska,"District energy within the planning context: Exploring the barriers and opportunities for district energy and community energy solutions in ontario, canada",,,,10.32920/ryerson.14661681.v1,https://scholar.archive.org/work/rs7oaus3kvgn3ay6egrnzxnr7y/access/wayback/https://s3.ca-central-1.amazonaws.com/pstorage-ryerson-5010877717/28144377/Rogowska_Marlena.pdf,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Ryerson University Library and Archives,,C:\Users\yuhang.zhang\Zotero\storage\TH6WYP9T\Marlena Rogowska - 2023 - District energy within the planning context Explo.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J2HWMI8W,journalArticle,2023,Gianni Martinazzoli; Daniele Pasinelli; Adriano Maria Lezzi; Mariagrazia Pilotelli,Design of a 5th Generation District Heating Substation Prototype for a Real Case Study,,,,10.3390/su15042972,https://www.mdpi.com/2071-1050/15/4/2972,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: MDPI AG,,C:\Users\yuhang.zhang\Zotero\storage\Q8JPUMNG\Gianni Martinazzoli et al. - 2023 - Design of a 5th Generation District Heating Substa.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFAQXK68,journalArticle,2023,Ting Bu; Rui Fan; Bin Zheng; Kexin Sun; Yibing Zhou,Design and operation investigation for the fifth-generation heating and cooling system based on load forecasting in business districts,,,,10.1016/j.enbuild.2023.113243,https://www.sciencedirect.com/science/article/pii/S0378778823004735,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\AYXLNAQT\Ting Bu et al. - 2023 - Design and operation investigation for the fifth-g.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L7BLN4SY,journalArticle,2023,Xingwang Zhao; Yonggao Yin; Siyu Zhang; Guoying Xu,Data-driven prediction of energy consumption of district cooling systems (DCS) based on the weather forecast data,,,,10.1016/j.scs.2022.104382,https://www.sciencedirect.com/science/article/pii/S2210670722006874,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\NIJRLZ3C\Xingwang Zhao et al. - 2023 - Data-driven prediction of energy consumption of di.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRBXSGP2,journalArticle,2023,Jarosław Mikielewicz; Dariusz Mikielewicz,Comparison of traditional district heating with low temperature district heating systems featuring organic Rankine cycle and heat pump,,,,10.1016/j.energy.2023.128347,https://www.sciencedirect.com/science/article/pii/S0360544223017413,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\EWV6C2AD\Jarosław Mikielewicz and Dariusz Mikielewicz - 2023 - Comparison of traditional district heating with lo.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FKPQ6I6B,journalArticle,2023,Ieva Pakere; Marika Kacare; Lina Murauskaite; Pei Huang; Anna Volkova,Comparison of Suitable Business Models for the 5 Generation District Heating System Implementation through Game Theory Approach,,,,10.2478/rtuect-2023-0001,https://sciendo.com/pdf/10.2478/rtuect-2023-0001,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Walter de Gruyter GmbH,,C:\Users\yuhang.zhang\Zotero\storage\M3FSYJZD\Ieva Pakere et al. - 2023 - Comparison of Suitable Business Models for the 5 G.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUMXRB8L,journalArticle,2023,Young Jik Youn; Yong Hoon Im,Analysis of operating characteristics of interconnected operation of thermal grids with bidirectional heat trade,,,,10.1016/j.applthermaleng.2023.120608,https://www.sciencedirect.com/science/article/pii/S1359431123006373,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\IZLPIQLZ\Young Jik Youn and Yong Hoon Im - 2023 - Analysis of operating characteristics of interconn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z77KVCJI,journalArticle,2023,Wei Zhang; Xu Jin; Ling Zhang; Wenpeng Hong,A novel method of variable flow operation in district cooling system: A case study,,,,10.1016/j.csite.2023.102820,https://www.sciencedirect.com/science/article/pii/S2214157X23001260,,2023,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\B7FVJ6YF\Wei Zhang et al. - 2023 - A novel method of variable flow operation in distr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85H963RZ,journalArticle,2022,"Gautier, Antoine; Wetter, Michael; Sulzer, Matthias",Resilient cooling through geothermal district energy system,Applied Energy,,3062619,10.1016/j.apenergy.2022.119880,https://linkinghub.elsevier.com/retrieve/pii/S030626192201145X,"Decarbonization and resilience to heat waves have recently become high priorities for building and district energy systems. Geothermal coupled district heating and cooling systems that operate a water loop near ground temperature gain increasing adoption to support decarbonization. In these systems, vapor-compression machines, distributed in the energy transfer stations, lift the temperature up or down to the needs of the particular building. In principle, these systems can provide low-power, free cooling from the geothermal bore field during heat waves when electricity is often scarce.",2022-11,2/7/2023 1:01,7/18/2023 15:44,1/9/2023 17:40,119880,,,325,,Applied Energy,,,,,,,,en,,,,,DOI.org (Crossref),,0 citations (Crossref) [2023-03-05],,C:\Users\yuhang.zhang\Zotero\storage\PQ7H3PYT\Gautier et al. - 2022 - Resilient cooling through geothermal district ener.pdf,,Read,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6CC2KNQ,journalArticle,2022,"Quirosa, Gonzalo; Torres, Miguel; Soltero, V. M.; Chacartegui, Ricardo",Analysis of an ultra-low temperature district heating and cooling as a storage system for renewable integration,APPLIED THERMAL ENGINEERING,,1359-4311,10.1016/j.applthermaleng.2022.119052,,,11/5/2022,3/7/2023 3:38,7/18/2023 15:44,,,,,216,,,,,,,,,,,,,,,,,,,C:\Users\yuhang.zhang\Zotero\storage\2IW9BSIU\Quirosa 等 - 2022 - Analysis of an ultra-low temperature district heat.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QHF3GLDC,journalArticle,2022,"Revesz, Akos; Jones, Phil; Dunham, Chris; Riddle, Anthony; Gatensby, Norman; Maidment, Graeme","Ambient loop district heating and cooling networks with integrated mobility, power and interseasonal storage",BUILDING SERVICES ENGINEERING RESEARCH & TECHNOLOGY,,0143-6244,10.1177/01436244221085921,,,2022-05,3/7/2023 3:38,7/18/2023 15:44,,333-345,,"3, SI",43,,,,,,,,,,,,,,,,,,,C:\Users\yuhang.zhang\Zotero\storage\B4A6MP69\Revesz 等 - 2022 - Ambient loop district heating and cooling networks.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WX9TII8Y,journalArticle,2022,"Toffanin, Riccardo; Caputo, Paola; Belliardi, Marco; Curti, Vinicio",Low and Ultra-Low Temperature District Heating Equipped by Heat Pumps-An Analysis of the Best Operative Conditions for a Swiss Case Study,ENERGIES,,,10.3390/en15093344,,,2022-05,3/7/2023 3:38,7/18/2023 15:44,,,,9,15,,,,,,,,,,,,,,,,,,,C:\Users\yuhang.zhang\Zotero\storage\GLRB3LZG\Toffanin 等 - 2022 - Low and Ultra-Low Temperature District Heating Equ.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JY3H4IAJ,journalArticle,2022,"Meibodi, Saleh S.; Loveridge, Fleur",The future role of energy geostructures in fifth generation district heating and cooling networks,Energy,,0360-5442,10.1016/j.energy.2021.122481,https://www.sciencedirect.com/science/article/pii/S0360544221027304,"Energy geostructures are novel dual use engineering sub-structures that can be used for heat transfer and storage as well as original structural function. Their use is becoming increasingly popular in delivering cost-effective shallow geothermal energy. Currently, they are mostly used as a part of ground-source heat pump (GSHP) systems for supplying partial or full heating and cooling demands of different types of buildings. The recent introduction of fifth generation district heating and cooling (5GDHC) networks can pave the way for the exploitation of energy geostructures as ground-coupled low-temperature energy sources and stores for providing energy demands of a wider range of energy users in districts rather than single buildings. In this article, the capability and feasibility of the novel concept of integration of energy geostructures into the 5GDHC networks are evaluated through reviewing different aspects of thermal performance of operating energy geostructures and 5GDHC networks. The potential advantages and challenges along with the knowledge gaps in such integration are discussed, and some practical recommendations are provided concerning dealing with some implementation challenges. It is highlighted that the incorporation of energy geostructures in 5GDHC networks can enhance the sustainability, flexibility and resilience of the network. There is the potential to exploit a greater share of cost-effective geothermal energy, and the ability to act as both thermal energy sources and stores for efficiently supplying both heating and cooling demands. However, since the development of fifth generation thermal networks and energy geostructures, particularly energy walls and energy tunnels, are still in their infancy, further research is required to assess the magnitude of the opportunities and quantify the advantages of integrating energy geostructures into the 5GDHC networks.",2/1/2022,4/4/2023 1:49,7/18/2023 15:44,4/4/2023 1:49,122481,,,240,,Energy,,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\yuhang.zhang\Zotero\storage\ALCBYPME\Meibodi 和 Loveridge - 2022 - The future role of energy geostructures in fifth g.pdf; C:\Users\yuhang.zhang\Zotero\storage\4CQ3AMFZ\S0360544221027304.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCTRGQ6Z,journalArticle,2022,"Barco-Burgos, J.; Bruno, J. C.; Eicker, U.; Saldaña-Robles, A. L.; Alcántar-Camarena, V.",Review on the integration of high-temperature heat pumps in district heating and cooling networks,Energy,,0360-5442,10.1016/j.energy.2021.122378,https://www.sciencedirect.com/science/article/pii/S036054422102627X,"The integration of heat pumps into DHC (District Heating and Cooling) networks provides significant environmental and performance improvements, an innovative and profitable solution for different decarbonizing sectors. This work reviews different district heating and cooling networks and the integration of high-temperature commercial heat pumps. Likewise, it describes placement options and connection modes of a heat pump unit in DHC networks, identifying twelve generic configurations of heat pumps and how they can be integrated into DHC systems, where four (4) of them have not been studied in the literature. The 3G, and 4G, are the most common district heating and cooling network generations for reference conditions reviewed. When considering a case where a central heat pump and CHP plant were located in the DHC network, the resulting coefficient of system performance (COSP) was in the range of 3–4 for commercial equipment with a range of coefficients of performance (COP) between 2 and 6. Using local HPs in the fourth and fifth-generation district heating networks, the resulting COSP was in the range of 0.95–1.5 for commercial equipment with a range of coefficients of performance (COP) between 2 and 6. Finally, for individual HPs in the district heating and cooling network, the resulting COSP was in the range 3–4 for commercial equipment with a range of coefficients of performance (COP) between 2 and 8.",1/15/2022,2/7/2023 1:01,7/18/2023 15:44,2/2/2023 2:21,122378,,,239,,Energy,,,,,,,,en,,,,,ScienceDirect,,18 citations (Crossref) [2023-02-08],,C:\Users\yuhang.zhang\Zotero\storage\8K9Y3YCP\Barco-Burgos et al. - 2022 - Review on the integration of high-temperature heat.pdf; C:\Users\yuhang.zhang\Zotero\storage\L5GA95ZX\Barco-Burgos et al. - 2022 - Review on the integration of high-temperature heat.pdf; C:\Users\yuhang.zhang\Zotero\storage\R6RAKY4M\S036054422102627X.html,,,District heating and cooling network high-temperature heat pumps placement connection operation modes combined heat and power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7RVT25M8,journalArticle,2022,"Werner, Sven",Network configurations for implemented low-temperature district heating,Energy,,0360-5442,10.1016/j.energy.2022.124091,https://www.sciencedirect.com/science/article/pii/S036054422200994X,"This paper presents the findings and conclusions from an inventory of network configurations implemented in several early projects concerning low-temperature district heating systems implemented in both existing and new networks. The main findings are presented for each configuration group, including configuration layouts, typical temperature levels and several implemented installation examples, together with the advantages and disadvantages of each network configuration. In the assessment, a classification system comprising six different groups of typical network configurations was identified for low-temperature heat distribution. Together with eight variants within three of these six groups, fourteen possible network configurations were identified for low-temperature district heating. The main feature became the choice between a cold or warm network for the heat distribution, while the suitability of each network configuration depends on the temperatures of the available heat sources.",9/1/2022,6/22/2023 21:46,7/18/2023 15:44,6/22/2023 21:46,124091,,,254,,Energy,,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\yuhang.zhang\Zotero\storage\3KX2NKHC\Werner - 2022 - Network configurations for implemented low-tempera.pdf; C:\Users\yuhang.zhang\Zotero\storage\794HTNBT\S036054422200994X.html,,,District heating; District cooling; Classification; Inventory; Low-temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBIRBJLF,journalArticle,2022,"Hermansen, Rune; Smith, Kevin; Thorsen, Jan Eric; Wang, Jiawei; Zong, Yi",Model predictive control for a heat booster substation in ultra low temperature district heating systems,ENERGY,,0360-5442,10.1016/j.energy.2021.121631,,,1/1/2022,3/7/2023 3:38,7/18/2023 15:44,,,,A,238,,,,,,,,,,,,,,,,,,,C:\Users\yuhang.zhang\Zotero\storage\6I6JRJ4E\Hermansen 等 - 2022 - Model predictive control for a heat booster substa.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPPRDVUE,journalArticle,2022,"Mikielewicz, Jaroslaw; Ochrymiuk, Tomasz; Cenian, Adam",Comparison of traditional with low temperature district heating systems based on organic Rankine cycle,ENERGY,,0360-5442,10.1016/j.energy.2022.123280,,,4/15/2022,3/7/2023 3:38,7/18/2023 15:44,,,,,245,,,,,,,,,,,,,,,,,,,C:\Users\yuhang.zhang\Zotero\storage\6KHG2FCM\Mikielewicz 等 - 2022 - Comparison of traditional with low temperature dis.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESKZ3AYA,journalArticle,2022,"Quirosa, Gonzalo; Torres, Miguel; Chacartegui, Ricardo",Analysis of the integration of photovoltaic excess into a 5th generation district heating and cooling system for network energy storage,Energy,,0360-5442,10.1016/j.energy.2021.122202,https://www.sciencedirect.com/science/article/pii/S0360544221024506,"5th Generation District Heating and Cooling systems are promising technologies for using and storing renewable energy generation excess. An annual simulation using data of a location in the south of Spain is carried out to study this context. The novelty of this work is that a common distribution network is used as an energy storage system and integrates the PV electricity excess from the buildings into the 5GDHC system, at ultra-low temperature. The aim is to analyse if it is interesting to use 5GDHC networks, not designed initially for this purpose, to store energy. For the analysed case, it is estimated that 105 MWh of hot thermal energy and 211 MWh of cold energy are stored. This integration of renewable energy excess would reduce 30.2% of the grid electricity consumption by the 5GDHC energy hub, showing the interest of the strategy for balancing the electricity grid. On the other hand, the storage process implies an annual savings of 2.1% in the grid electricity consumption by the energy hub due to the limited thermal inertia of the network. Moreover, the system can store more energy in hours where storage capacity is still available, so its full potential is not being used.",1/15/2022,2/9/2023 0:34,7/18/2023 15:43,2/9/2023 0:34,122202,,,239,,Energy,,,,,,,,en,,,,,ScienceDirect,,10 citations (Crossref) [2023-03-05],,C:\Users\yuhang.zhang\Zotero\storage\A3NCZNXW\Quirosa 等 - 2022 - Analysis of the integration of photovoltaic excess.pdf; C:\Users\yuhang.zhang\Zotero\storage\9UHGTY2S\Quirosa 等 - 2022 - Analysis of the integration of photovoltaic excess.pdf,,Read; Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
